"X"	gene	Excel_gene	exTh17	YFPNeg	Th17	LN_Naive	LN_Memory
32943	Gm25830	'Gm25830	0	0	0	0	0
32944	Gm9892	'Gm9892	0.68699	1.50975	0.511731	0.876551	0.461504
32945	Gm6463	'Gm6463	0	0	0	0	0
32946	Gm25813	'Gm25813	0	0	0	0	0
32947	Neil3	'Neil3	0.194814	0.9311	0.033003	0	0.411979
32948	Spcs3	'Spcs3	57.7362	41.6073	30.0537	29.0623	50.3895
32949	5330439A09Rik	'5330439A09Rik	0	0	0	0	0
32950	Wdr17	'Wdr17	0.157141	0.137285	0.121359	0.286607	0.735922
32951	Adam29	'Adam29	0	0	0	0	0
32952	Gm24375	'Gm24375	0	0	0	0	0
32953	Cep44	'Cep44	7.76003	6.94437	11.0974	4.88642	6.17903
32954	Sap30	'Sap30	10.7943	14.2179	2.02725	0.663583	1.18809
32955	Galnt7	'Galnt7	8.38982	7.02265	8.85551	14.1543	12.314
32956	Galntl6	'Galntl6	0	0	0	0	0
32957	Galntl6	'Galntl6	0	0	0	0	0
32958	Gm15881	'Gm15881	0	0	0	0	0
32959	Gm10283	'Gm10283	0	0	0	0	0
32960	Gm23329	'Gm23329	0	0	0	0	0
32961	Clcn3	'Clcn3	7.99095	6.46376	11.9021	5.24808	6.21419
32962	Gm16179	'Gm16179	0.0709924	0	0	0	0.235873
32963	Gm16178	'Gm16178	0.257976	0	0	0.0281251	0.0355115
32964	Sh3rf1	'Sh3rf1	0.085291	2.09691	0.191188	0	1.05223
32965	Gm10015	'Gm10015	0.0879009	0	0	0	0.0895523
32966	Palld	'Palld	1.39061	0.159997	0.994621	0	0.0449151
32967	4930512H18Rik	'4930512H18Rik	0	0	5.58752	0	0
32968	Anxa10	'Anxa10	0	0	0	0	0.214249
32969	Gm24236	'Gm24236	0	0	0	0	0
32970	Gm4975	'Gm4975	0	0	0	0.303847	0
32971	Tll1	'Tll1	0	0	0	0	0
32972	Mir710	'Mir710	0	0	0	0	0
32973	Cpe	'Cpe	58.8117	8.75959	179.161	0.0237811	0.620339
32974	Sc4mol	'Sc4mol	31.8039	20.4584	24.0069	11.1162	16.3856
32975	Klhl2	'Klhl2	2.0162	3.18863	3.87989	2.61185	4.493
32976	Trim75	'Trim75	0	0	0	0.0205048	0
32977	Gm10664,Trim60,Trim61	'\Gm10664,Trim60,Trim61\	0	0	0	0	0
32978	BC030870	'BC030870	0	0	0	0	0
32979	Gm24333	'Gm24333	0	0	0	0	0
32980	Gm23515	'Gm23515	0	0	0	0	0
32981	Gm15355	'Gm15355	0	0	0	0	0
32982	Gm24205	'Gm24205	0	0	0	0	0
32983	Gm15354	'Gm15354	0.171845	0.185049	1.01553	0	0.48332
32984	Gm15356	'Gm15356	0.301572	0	0	0	0.437259
32985	Tma16	'Tma16	12.3437	21.8919	12.2901	25.1623	20.7588
32986	Gm16330	'Gm16330	0	0	0	0	0
32987	Npy5r	'Npy5r	0	0	0	0	0
32988	Gm25275	'Gm25275	0	0	0	0	0
32989	Gm24274	'Gm24274	0	0	0	0	0
32990	Gm24677	'Gm24677	0	0	0	0	0
32991	Gm10660	'Gm10660	0.746566	0.925177	0.690374	0.510028	0.473901
32992	Gm9755	'Gm9755	0.867561	0.91661	1.23038	1.49944	1.65861
32993	Psd3	'Psd3	0	0.0121448	0	0.26473	0.0563685
32994	Gm15992	'Gm15992	0	0	0	0	0
32995	Gm21807	'Gm21807	0	0	0	0	0
32996	Gm26659	'Gm26659	0.0123109	0	0.165805	0.048248	0.0306986
32997	Csgalnact1	'Csgalnact1	0.237641	0.540567	0.165709	0.00688794	0.883716
32998	Slc18a1	'Slc18a1	0.0835038	1.16907	0	0	0.0126916
32999	Lzts1	'Lzts1	3.2566	1.84686	0.865261	3.46649	1.88033
33000	Gm10033,Gm10311	'\Gm10033,Gm10311\	2.42624	5.51183	4.48958	5.35945	6.71599
33001	Zfp868,Zfp869	'\Zfp868,Zfp869\	29.1449	29.2729	28.9048	29.2696	18.9339
33002	Gm20422,Zfp866,Zfp963	'\Gm20422,Zfp866,Zfp963\	3.34426	3.94887	8.68873	9.65101	6.4811
33003	Cilp2	'Cilp2	0	0	0	0	0
33004	Yjefn3	'Yjefn3	0.220057	0	3.61887	0.901123	0.344989
33005	Ndufa13	'Ndufa13	261.502	337.731	403.135	284.215	373.615
33006	Gatad2a	'Gatad2a	12.9993	10.9529	15.3998	9.92405	10.8931
33007	Mau2	'Mau2	6.09548	4.56149	3.36993	6.73097	6.44401
33008	Ncan	'Ncan	0	0	0	0	0
33009	mmu-mir-7066	'mmu-mir-7066	0	0	0	0	0
33010	Gm25906	'Gm25906	0	0	0	0	0
33011	Rfxank	'Rfxank	5.04795	7.26572	7.05938	13.175	10.5256
33012	Slc25a42	'Slc25a42	0.285423	0.45082	0.668892	0.964217	1.42585
33013	Armc6	'Armc6	6.49002	5.67273	4.00807	3.90149	2.85016
33014	Ddx49	'Ddx49	17.8374	23.1164	14.3629	22.0965	19.2603
33015	Upf1	'Upf1	3.48148	4.3948	1.93008	3.02717	4.16673
33016	Crtc1	'Crtc1	1.63043	0.918963	1.79268	1.40198	2.39121
33017	Klhl26	'Klhl26	3.69932	3.49732	0.337906	3.76527	4.78977
33018	Tmem59l	'Tmem59l	0	0	0	0	0
33019	2810428I15Rik	'2810428I15Rik	90.568	73.8724	185.042	114.584	88.2131
33020	Kxd1,Uba52	'\Kxd1,Uba52\	5439.29	7405.23	5524.95	10680.3	8500.8
33021	Ssbp4	'Ssbp4	13.1425	3.24604	6.98996	1.57642	3.94349
33022	Gdf15	'Gdf15	2.09996	0.752366	0.157581	0	0
33023	Pgpep1	'Pgpep1	0.201317	0.854053	0.378641	1.20841	1.19424
33024	Gm11175	'Gm11175	32.0684	9.7488	41.0104	5.61597	4.7781
33025	Mpv17l2	'Mpv17l2	20.6328	12.989	14.869	26.8064	26.5058
33026	Ifi30,Pik3r2	'\Ifi30,Pik3r2\	40.4561	80.9961	126.499	37.1099	111.463
33027	Mast3,mmu-mir-7240	'\Mast3,mmu-mir-7240\	17.8046	13.1906	28.9661	16.3513	13.0276
33028	Arrdc2	'Arrdc2	1.48455	0.0952228	0	1.30181	0.735297
33029	Kcnn1	'Kcnn1	0.00738365	0.0070148	0	0	0
33030	Ccdc124	'Ccdc124	95.6058	86.5468	155.772	75.8808	66.1349
33031	Slc5a5	'Slc5a5	0	0	0	0	0
33032	Rpl18a	'Rpl18a	2666.31	3741.68	3012.82	6052.68	4411.59
33033	mmu-mir-7067	'mmu-mir-7067	0	0	0	0	0
33034	Snora68	'Snora68	5.25402	4.65064	4.58162	3.47139	2.20567
33035	Gm17576	'Gm17576	0	0	0	0	0
33036	Haus8	'Haus8	16.2835	15.7638	3.29711	6.37924	13.0986
33037	Nr2f6	'Nr2f6	1.11368	0.0158182	1.10814	0.424776	0.641243
33038	Ushbp1	'Ushbp1	0.00727535	0	0	0	0
33039	Abhd8	'Abhd8	15.311	11.4097	8.69059	31.9138	32.099
33040	Ano8	'Ano8	0.0477703	0.166759	0	0.0660543	0.0447915
33041	Plvap	'Plvap	0.0265119	0	0	0	0.014482
33042	Bst2	'Bst2	127.184	116.943	108.849	155.473	103.385
33043	Tmem221	'Tmem221	1.26845	0.265946	0	0.0521525	1.068
33044	Nxnl1	'Nxnl1	0	0	0	0	0
33045	Unc13a	'Unc13a	0.710137	0.530565	0.651658	0.736536	0.709308
33046	mmu-mir-6769b	'mmu-mir-6769b	0	0	0	0	0
33047	Gm9933	'Gm9933	0.279797	0.19358	0	0	0.0345257
33048	B3gnt3	'B3gnt3	2.08442	1.6147	2.24338	0.697993	1.40309
33049	Fcho1	'Fcho1	6.71185	4.69177	17.9204	6.65671	14.8474
33050	Ccnb2-ps	'Ccnb2-ps	0.389944	1.43548	0	0.747978	0.353756
33051	Cyp4f18	'Cyp4f18	49.8585	69.2056	97.6923	0.209705	28.1145
33052	Gm26586	'Gm26586	2.39283	2.54994	2.12621	0.681115	0.719767
33053	Gm16091	'Gm16091	0.178636	0.0670169	0.47704	0.623353	0.38639
33054	Hsh2d	'Hsh2d	1.08049	2.71081	0.675209	4.55797	0.683191
33055	Cib3	'Cib3	1.18375	1.0414	1.85865	0	0.528114
33056	Gm11034	'Gm11034	0	0	0	0	0
33057	Gm10282	'Gm10282	1.68355	2.75371	2.01743	2.66199	3.28363
33058	Eps15l1	'Eps15l1	8.35209	5.75555	2.81831	10.1882	14.2001
33059	Calr3	'Calr3	0.164815	0	0	0.206433	0
33060	Gm3835	'Gm3835	0	0	0	0	0
33061	Cherp	'Cherp	8.71725	4.66946	9.88844	13.3359	11.602
33062	mmu-mir-7068	'mmu-mir-7068	0	0	0	0	0
33063	Slc35e1	'Slc35e1	8.77941	8.26322	13.0616	6.82474	6.83453
33064	Med26	'Med26	6.02483	1.9666	6.46624	3.89626	3.11277
33065	Gm26282	'Gm26282	0	0	0	0	0
33066	Smim7	'Smim7	70.9749	92.9702	71.5725	39.8412	55.5945
33067	Large	'Large	0.0519864	0.457886	0.426511	0	0.0319838
33068	Gm22532	'Gm22532	0	0	0	0	0
33069	Gm23255	'Gm23255	0	0	0	0	0
33070	Crry-ps	'Crry-ps	0.115205	0.0585306	0	0	0
33071	Gm11033	'Gm11033	0.019385	0	0	0.0329468	0
33072	Gm10358	'Gm10358	0	0	0	0	0
33073	Gm7901	'Gm7901	0.709364	0.79097	0.4018	0.912899	0.99996
33074	Gm22544	'Gm22544	0	0	0	0	0
33075	Gm22509	'Gm22509	0	0	0	0	0
33076	Gm10649	'Gm10649	0	0.082092	0	0	0
33077	5S_rRNA	'5S_rRNA	0	0	0	0	0
33078	Gm5353	'Gm5353	0	0	0	0.0375176	0.0630415
33079	Gm24838	'Gm24838	0	0	0	0	0
33080	Arhgap10	'Arhgap10	3.2982	0.426692	1.42934	0.841277	2.67709
33081	Gm23468	'Gm23468	0.639145	0.0347764	3.22496	0	1.20065
33082	Tmem184c	'Tmem184c	4.65411	3.92561	3.10382	1.99609	3.02757
33083	Ednra	'Ednra	0	0	0	0	0
33084	Pou4f2	'Pou4f2	0	0	0	0	0
33085	Rbmxl1	'Rbmxl1	39.4067	40.0448	37.2488	42.3091	38.7108
33086	Lsm6	'Lsm6	102.408	143.081	144.771	168.345	232.023
33087	Gm8054	'Gm8054	0.212528	0	0.152723	0.748933	0.378137
33088	Gm22044	'Gm22044	0	0	0	0	0
33089	1700011L22Rik	'1700011L22Rik	0	0	0	0	0
33090	Mmaa	'Mmaa	2.25992	0.101469	6.59951	0.834644	1.66391
33091	Smad1	'Smad1	2.39038	3.03539	2.95617	4.82391	2.42718
33092	Gm8079	'Gm8079	0	0	0	0	0
33093	Tpd52-ps	'Tpd52-ps	0	0	1.42419	0	0
33094	Abce1	'Abce1	13.8345	11.8346	12.9856	16.7937	21.574
33095	Hhip	'Hhip	0	0	0	0	0
33096	Gm5909	'Gm5909	0.0888871	0.0653128	0	0.13946	0.0718296
33097	4930505O20Rik	'4930505O20Rik	0	0	0	0	0
33098	Smarca5	'Smarca5	22.5127	24.6786	31.1936	17.9464	13.8352
33099	Gab1	'Gab1	0.932135	0.53949	0.423808	0	0
33100	Gm27048	'Gm27048	0	0	0	0	0
33101	Usp38	'Usp38	22.935	26.5738	47.6519	21.1015	22.9175
33102	Gm4899	'Gm4899	0	0	0	0	0
33103	Gm5354	'Gm5354	0	0	0	0	0
33104	4930579O11Rik	'4930579O11Rik	0	0	0	0	0
33105	Gm17169	'Gm17169	0.228725	0	0.241598	0	0.635934
33106	Gm25267	'Gm25267	0	0	0	0	0
33107	Il15	'Il15	1.33155	4.78676	3.48042	0	2.92899
33108	Zfp330	'Zfp330	25.6709	50.1736	31.2613	23.2612	30.8593
33109	Gm10645	'Gm10645	0	0	0	0	0
33110	Elmod2	'Elmod2	1.06455	1.08469	3.77592	3.69431	2.13978
33111	Scoc	'Scoc	13.5221	12.5128	12.308	14.8029	9.62291
33112	Tecr	'Tecr	286.918	339.367	511.949	400.613	403.396
33113	Pkn1	'Pkn1	14.193	14.3843	19.3389	21.8875	14.0213
33114	Cd97,mmu-mir-1668	'\Cd97,mmu-mir-1668\	189.664	147.573	180.265	89.4345	66.6757
33115	Gm22024	'Gm22024	1.28471	2.25212	4.07681	7.54612	3.80024
33116	Gm26721	'Gm26721	0	0	0	0	0
33117	Gm10644	'Gm10644	0.196514	0	0.0548722	0.0364893	0.055955
33118	2210011C24Rik,Mir1199	'\2210011C24Rik,Mir1199\	3.68843	3.28671	1.22075	0	0.168014
33119	Il27ra	'Il27ra	73.1478	54.8162	74.8163	52.9023	54.6041
33120	Rln3	'Rln3	10.8058	6.44961	15.5782	0.775257	4.59368
33121	C330011M18Rik,Gm10643	'\C330011M18Rik,Gm10643\	0.58911	1.64336	1.81264	0.11609	1.93114
33122	Dcaf15	'Dcaf15	6.55169	6.27153	8.95205	10.6786	11.0679
33123	Cc2d1a	'Cc2d1a	2.54576	2.28129	2.23014	3.80186	4.05381
33124	Nanos3	'Nanos3	0.267437	0	5.60147	0	0
33125	Mir181d	'Mir181d	0	0	0	0	0
33126	Mir181c	'Mir181c	0	0	0	0	0
33127	Gm26887	'Gm26887	1.17698	1.04861	2.69011	0.159999	0.370713
33128	Zswim4	'Zswim4	4.80363	3.48286	5.57643	2.47607	4.36651
33129	D8Ertd738e	'D8Ertd738e	703.838	822.299	1123.36	323.74	335.402
33130	Mri1	'Mri1	23.1321	4.16383	18.4188	7.9058	18.919
33131	Ccdc130	'Ccdc130	9.69095	9.67222	42.4072	7.13906	4.1707
33132	Gm23626	'Gm23626	0	0	0	0	0
33133	Cacna1a	'Cacna1a	0.302768	0	3.72202	2.84111	0.66281
33134	Gm16183	'Gm16183	0	0	0	0	0
33135	Ier2	'Ier2	143.843	92.3511	97.8186	18.2455	20.7862
33136	Nacc1	'Nacc1	2.61991	2.004	4.60928	2.97353	3.81481
33137	Nfix	'Nfix	1.03741	2.25615	5.74698	7.52676	4.80201
33138	Dand5	'Dand5	0.331394	1.88002	4.42615	2.04168	1.22375
33139	Rad23a	'Rad23a	51.7852	41.4295	49.7323	64.335	65.4931
33140	Calr	'Calr	151.121	139.444	157.336	95.7424	122.544
33141	Gcdh	'Gcdh	2.16241	3.79396	5.94251	5.64852	3.22579
33142	Gm24197,Mast1	'\Gm24197,Mast1\	0.159345	0.115237	0.0725715	1.01424	0.396721
33143	Rnaseh2a	'Rnaseh2a	36.8396	47.176	56.2786	70.4751	60.3641
33144	Junb	'Junb	511.762	145.602	313.396	7.35195	8.45179
33145	Best2	'Best2	0	0	0	0	0
33146	Asna1	'Asna1	16.0115	18.9088	24.0131	9.49024	23.9743
33147	A230103J11Rik	'A230103J11Rik	0.0243365	0.251106	0	0.013099	0.0543937
33148	Gm5741	'Gm5741	0	0	0	0	0
33149	Wdr83	'Wdr83	6.32021	8.80911	14.6991	22.2744	9.72959
33150	Zfp791	'Zfp791	0	0	0	0	0
33151	Gm23388	'Gm23388	0	0	0	0	0
33152	Vps35	'Vps35	41.5609	40.5203	39.0119	43.5489	51.0134
33153	Mylk3	'Mylk3	0	0	0	0	0
33154	4921524J17Rik	'4921524J17Rik	22.0274	23.2529	33.8222	21.1342	26.8007
33155	Dnaja2	'Dnaja2	57.915	48.5037	40.5114	58.0369	33.8095
33156	Neto2	'Neto2	0.404329	0.0955387	0.510439	0.210958	0.187602
33157	Itfg1	'Itfg1	9.81929	5.6835	7.903	5.33252	5.96242
33158	Gm16167	'Gm16167	0.0675057	0	0	0	0
33159	Abcc12	'Abcc12	0	0	0	0	0
33160	Gm16177	'Gm16177	0	0	0	0	0.0485135
33161	Gm22305	'Gm22305	0	0	0	0	0
33162	Siah1a	'Siah1a	4.80742	6.32721	3.58914	6.46395	4.35762
33163	N4bp1	'N4bp1	4.30011	3.0119	9.58844	3.38396	3.70439
33164	RP23-279M5.2	'RP23-279M5.2	0	0	0	0	0
33165	Gm24781	'Gm24781	0	0	0	0	0
33166	RP23-302F9.1	'RP23-302F9.1	0	0	0	0	0
33167	RP23-394M5.2	'RP23-394M5.2	0	0	0	0	0
33168	RP23-394M5.1	'RP23-394M5.1	0	0	0	0	0
33169	Cbln1	'Cbln1	0	0	0	0	0
33170	Gm27016	'Gm27016	0	0	0	0	0
33171	1700120C18Rik	'1700120C18Rik	0	0	0	0	0
33172	Zfp423	'Zfp423	0	0	0	0	0.0258183
33173	Gm2716	'Gm2716	0	0	0	0	0
33174	Gm9988	'Gm9988	0.0535176	0	0	0	0.0490349
33175	Brd7	'Brd7	11.2924	14.2388	12.6281	24.9526	18.6053
33176	Snx20	'Snx20	18.5433	15.6812	21.1104	5.78692	11.0124
33177	Nod2	'Nod2	0.0154301	0	0	0	0.168818
33178	Sall1	'Sall1	0	0	0	0	0
33179	Gm6625	'Gm6625	0	0	0	0	0
33180	Gm5356	'Gm5356	0.022902	0	0	0	0
33181	Gm26331	'Gm26331	0	0	0	0	0
33182	Gm24212	'Gm24212	0	0	0	0	0
33183	Tox3	'Tox3	0	0.391349	0	0	0
33184	Gm6658	'Gm6658	0	0	0	0	0
33185	Gm22428	'Gm22428	0.144034	2.23479	0	0	0.00477876
33186	Aktip	'Aktip	10.4965	10.727	6.26211	8.63649	9.42577
33187	Gm23408	'Gm23408	0	0	0	0	0
33188	Rpgrip1l	'Rpgrip1l	1.37436	0.153883	0.0381753	0.568685	3.36413
33189	Gm3235	'Gm3235	0.999311	1.26612	0.0271241	0.172101	0.544361
33190	Irx3	'Irx3	0	0	0	0	0
33191	4933436C20Rik	'4933436C20Rik	0	0	0	0	0
33192	Gm21817	'Gm21817	0.016091	0	0	0.0527006	0.0221573
33193	Gm3272	'Gm3272	0	0.0358439	0	0	0
33194	Gm22151	'Gm22151	0	0	0	0	0
33195	Ces1a	'Ces1a	0	0	0	0	0
33196	Ces1b	'Ces1b	0	0	0	0	0
33197	Ces1c	'Ces1c	0	0	0	0	0
33198	Ces1d	'Ces1d	1.39916	0	0	0	0
33199	Ces1e	'Ces1e	0.026183	0	0.100762	0	0
33200	Ces1f	'Ces1f	0	0	0	0	0
33201	Ces1g	'Ces1g	0.109651	0	0	0	0
33202	Ces1h	'Ces1h	0	0	0	0	0
33203	Ces5a	'Ces5a	0	0	0	0	0.0163084
33204	Gm26843	'Gm26843	0	0	0	0	0
33205	Gm24159	'Gm24159	0	0	0	0	0
33206	Amfr	'Amfr	39.5032	41.9032	69.177	20.1786	36.3884
33207	Nudt21	'Nudt21	18.2767	20.9572	21.0528	24.1452	22.4613
33208	Bbs2	'Bbs2	1.16258	1.98286	0.810697	2.45615	1.87601
33209	Bbs2	'Bbs2	0	0.802718	0	2.03428	0.502652
33210	Gm15890	'Gm15890	0.104924	0.130192	0	0.562035	0.0243077
33211	9330175E14Rik	'9330175E14Rik	6.52894	7.16156	0.277734	43.28	14.2265
33212	Cpne2	'Cpne2	0	0	0	0	0
33213	Fam192a	'Fam192a	23.7802	22.1695	21.5565	36.4146	23.9672
33214	Pllp	'Pllp	0.120254	0	0.11143	0	0
33215	Gm22846	'Gm22846	0	0	0	0	0
33216	Ciapin1	'Ciapin1	91.5536	88.7392	137.128	68.0053	56.7723
33217	Dok4	'Dok4	1.26681	0.580994	2.52638	0.30704	0.884899
33218	Ccdc102a	'Ccdc102a	0.662998	0.136241	0	0	0.180609
33219	Gm10286	'Gm10286	0.00467701	0.00945596	0.702029	0.0135836	0.0136951
33220	Kifc3	'Kifc3	0.0225363	0.113072	0.0148604	0	0
33221	Cngb1	'Cngb1	0	0	0	0	0
33222	Zfp319	'Zfp319	1.80632	2.75298	2.58342	0.974496	1.99159
33223	Zfp319	'Zfp319	2.25266	1.06054	3.67244	1.8525	2.39058
33224	Gtl3	'Gtl3	30.2799	23.432	68.9987	21.6738	15.039
33225	Csnk2a2	'Csnk2a2	3.61577	4.19209	10.1651	5.07263	4.58872
33226	Prss54	'Prss54	0	0	0	0	0
33227	Cnot1	'Cnot1	14.6103	12.7403	18.9485	14.8478	17.8491
33228	Gm26493	'Gm26493	0	0	0	0	0
33229	Gm26265	'Gm26265	0	0	0	0	0
33230	Slc38a7	'Slc38a7	2.0228	1.78006	0.1978	1.89809	3.28168
33231	Got2	'Got2	32.6619	29.4274	32.8877	23.1239	31.9488
33232	Gm22780	'Gm22780	0	0	0	0	0
33233	Gm5913	'Gm5913	0.164355	0.0964578	0	0.20589	0.108588
33234	Gm7191	'Gm7191	0	0	0	0	0
33235	Gm23494	'Gm23494	0	0	0	0	0
33236	Cdh8	'Cdh8	0	0	0	0	0
33237	Gm15681	'Gm15681	0	0	0	0	0
33238	Gm15680	'Gm15680	0	0	0	0	0
33239	Gm22223	'Gm22223	0	0	0	0	0
33240	Gm22715	'Gm22715	0	0	0	0	0
33241	Cdh11	'Cdh11	0.0560114	0.0772084	0.178666	0.067216	0.0793405
33242	Gm26301	'Gm26301	0	0	0	0	0
33243	Gm8730	'Gm8730	7.26862	7.83706	7.9126	16.7994	12.7318
33244	Gm10631	'Gm10631	0	0	0	0	0
33245	Tk2	'Tk2	11.9669	12.0737	12.7063	16.0368	16.2144
33246	Cmtm1,Cmtm2a	'\Cmtm1,Cmtm2a\	0.0720845	0	0	0.0228872	0.144074
33247	Cmtm4	'Cmtm4	0.455271	0.0315631	0.121308	0.0978428	0.0443088
33248	Dync1li2	'Dync1li2	3.09658	3.97964	6.75277	2.74169	5.57824
33249	Ccdc79	'Ccdc79	0.0178981	0.0173233	0	0	0.00500692
33250	Nae1	'Nae1	26.8672	21.009	18.9957	22.1695	21.0887
33251	Cdh16	'Cdh16	0	0	0	0	0
33252	Rrad	'Rrad	65.2956	27.2738	58.6181	4.7525	5.92998
33253	Fam96b	'Fam96b	91.4741	101.337	129.312	67.9389	83.7
33254	Matr3-ps2	'Matr3-ps2	0	0	0	0	0.213278
33255	B3gnt9	'B3gnt9	1.59634	1.35246	1.60346	0.268649	0.762936
33256	Tradd	'Tradd	13.0313	13.891	19.1716	16.6328	18.2886
33257	4931428F04Rik	'4931428F04Rik	0.145408	0.700052	0	0.858109	0.144507
33258	Exoc3l	'Exoc3l	0.0184429	0	0	0.0819421	0.235674
33259	AC124584.1	'AC124584.1	0	0	0	0	9.09315
33260	Mir328	'Mir328	0	0	0	0	0
33261	Lrrc29	'Lrrc29	0.0524225	0.956457	0.0546759	2.69571	0.487192
33262	Fhod1	'Fhod1	0.608392	0.00722356	1.53578	0.515188	0.756984
33263	Kctd19	'Kctd19	0	0	0	0	0
33264	Tppp3	'Tppp3	73.768	48.0053	186.046	0	0.145988
33265	Zdhhc1	'Zdhhc1	0.36669	0.0243396	0	0.0403559	0.341287
33266	Atp6v0d1	'Atp6v0d1	55.6225	39.9874	55.5075	25.8715	21.8974
33267	Agrp	'Agrp	0	0.0381469	0	0	0.2716
33268	Gm5914	'Gm5914	5.17168	6.05982	3.09056	5.18913	6.83887
33269	Gm5915	'Gm5915	11.1729	15.1787	10.446	12.1107	7.62945
33270	Acd	'Acd	41.9716	34.4357	64.6014	43.5526	35.3655
33271	Enkd1	'Enkd1	0.839106	0.358792	9.9773	0.0190064	0.532653
33272	Gfod2	'Gfod2	1.06138	1.36339	0.0424442	1.31944	2.76622
33273	Ranbp10	'Ranbp10	2.27938	3.2336	0.608206	4.22282	3.20267
33274	Cenpt	'Cenpt	10.686	8.2659	8.67604	8.89123	4.66196
33275	Ctrl	'Ctrl	0.0271827	0	0	0.276492	0
33276	Psmb10	'Psmb10	88.857	148.981	179.35	287.408	214.629
33277	Lcat	'Lcat	0.0311442	0	0	0	0
33278	Slc12a4	'Slc12a4	2.84837	2.71043	4.80851	2.19805	2.45047
33279	mmu-mir-7074	'mmu-mir-7074	0	0	0	0	0
33280	Dpep3	'Dpep3	0	0	0	0	0
33281	Dpep2,Gm22972	'\Dpep2,Gm22972\	9.85831	8.00866	19.3222	0.0510315	0.0267004
33282	Ddx28	'Ddx28	10.0307	10.2692	12.836	7.08303	8.39388
33283	Dus2l	'Dus2l	1.32725	3.2338	0	5.14798	3.45436
33284	Gm26112	'Gm26112	0.613816	1.02994	0.241354	1.51856	1.15958
33285	Esrp2	'Esrp2	1.61347	1.41791	1.78871	2.24542	1.7794
33286	Slc7a6os	'Slc7a6os	7.09259	7.24892	9.37341	6.50304	5.46008
33287	Gm26786	'Gm26786	0.0653195	0.00448364	0	0.0039655	0.094734
33288	Smpd3	'Smpd3	0.0362321	0.00771828	0	0.0466777	0.0107494
33289	Gm10073	'Gm10073	58.2259	94.9442	40.9769	173.455	110.274
33290	Tango6	'Tango6	0.852312	0	0	0.0277533	1.71502
33291	Tango6	'Tango6	0.849355	0.799568	0.0917015	0	0.0509077
33292	Chtf8	'Chtf8	7.07307	2.07538	3.04123	2.51957	7.40471
33293	Rpl10-ps2	'Rpl10-ps2	0.244551	0.0784685	0.294066	0.366315	0.0838618
33294	Gm22085	'Gm22085	0	0	0	0	0
33295	Gm16208	'Gm16208	0.0956034	0	0	0	0
33296	Gm16209	'Gm16209	0.129384	0.602713	0	0	0
33297	Cog8,Pdf	'\Cog8,Pdf\	10.6518	6.80776	12.2938	6.1741	7.77609
33298	Tmed6	'Tmed6	0	0	0	0	1.99064
33299	Terf2	'Terf2	4.43707	4.12658	3.08847	5.35162	7.27544
33300	mmu-mir-7075	'mmu-mir-7075	0	0	0	0	0
33301	Rps18-ps3	'Rps18-ps3	0.644034	0.564827	0.688992	2.33655	1.6527
33302	Nqo1	'Nqo1	0.316441	0	0	0.182517	0.00965307
33303	Nob1	'Nob1	29.7282	26.391	27.9885	39.9227	26.4609
33304	Rps26-ps1	'Rps26-ps1	36.6514	54.2518	23.3545	79.0182	75.2535
33305	Psmd7	'Psmd7	0.372267	0	0	0	0.10931
33306	Psmd7	'Psmd7	90.1106	89.3565	140.215	67.0824	104.629
33307	Gm20686	'Gm20686	0	0	0	0	0
33308	4922502B01Rik	'4922502B01Rik	0	0	0	0	0
33309	4922502B01Rik	'4922502B01Rik	0	0	0	0	0
33310	Gm23163	'Gm23163	0	0	0	0	0
33311	Dhx38	'Dhx38	7.11613	5.31953	3.79517	3.27468	4.73797
33312	Hp	'Hp	67.4894	71.9638	126.893	0.263088	2.7987
33313	Dhodh	'Dhodh	8.27948	7.59322	0.820937	20.6757	12.45
33314	Ist1	'Ist1	48.7626	52.3492	46.0357	50.6555	47.3416
33315	Atxn1l	'Atxn1l	2.58059	2.61385	0.242892	2.08742	2.71771
33316	Gm25321	'Gm25321	0	0	0	0	0
33317	Gm17344	'Gm17344	4.58405	5.81868	0.564948	4.7949	6.61063
33318	Marveld3	'Marveld3	0.00538203	0	0	0	0
33319	Chst4	'Chst4	0	0	0	0	0
33320	Gm17720	'Gm17720	0	0	0	0	0
33321	Calb2	'Calb2	0	0	0	0	0
33322	Gm26832	'Gm26832	0	0	0	0	0
33323	Gm23627	'Gm23627	0	0	0	0	0
33324	Vac14	'Vac14	3.0725	0.246868	0.227422	0.833217	0.48241
33325	Il34	'Il34	0	0	0	0	0
33326	Sf3b3	'Sf3b3	14.7965	12.8772	9.22622	26.8623	29.7855
33327	Snord111	'Snord111	0	0	0	0	0
33328	Gm22193	'Gm22193	0	0	0	0	0
33329	Gm26816	'Gm26816	1.17188	0.273469	0.358343	1.69391	1.68426
33330	Fuk	'Fuk	0.324331	0.364069	0.0919313	4.16988	0.275735
33331	St3gal2	'St3gal2	0.0122165	0	0	0	0.26472
33332	Ddx19a,Ddx19b	'\Ddx19a,Ddx19b\	7.00562	6.53872	6.83998	3.39813	6.29711
33333	Mir3473d	'Mir3473d	0	0	0	0	0
33334	Gm24103	'Gm24103	0	0	0	0	0
33335	Clec18a	'Clec18a	0	0	0	0	0
33336	9430091E24Rik	'9430091E24Rik	3.52824	3.00289	8.13868	8.60755	2.84376
